product_code,product_name_en,product_name_ko,rows,sentiment_pos,sentiment_neg,sentiment_neu,top_categories,neg_excerpt_1,neg_excerpt_2,neg_excerpt_3,neg_excerpt_4,neg_excerpt_5
GB2,Galaxy Buds2,갤럭시 버즈2,53,5,8,40,accessories:24|comparison:10|others:8|price:7|software:2,"They said they would provide a 1 year global warranty, but I used Buds 2 and it didn't break down, so I just need to get a good product.",how I can fix this? I don't know how it happened. My ear tips fell off and this part broke off. Is there any way to fix it? galaxy buds 2,"Buds 2 android TV connectivity issue Buds 2 bluetooth connection to a TV which runs android TV is bad. It just doesnt work, the audio lags, stutters and it skips every second. I tried many other bluet","If, when you stopped using them, they were already discharged, there is a risk that the battery has suffered a deep discharge. That is to say that it has fallen well below its minimum tension. The ris",Is Buds 2 still active? It doesn't break down so I'm continuing to use it. - dc official App
GBP,Galaxy Buds Pro,갤럭시 버즈 프로,53,20,11,22,accessories:27|performance:7|price:7|design:4|comparison:4,"Anyone else think the wing tip design(s) was the best Galaxy Buds design? I like my Galaxy Buds Pro, but find they can never stay secure in my ears after a period of time. It's really bad when I go jo",What is the sound quality of Buds Pro 1st generation? I used the 1st generation AirPods Pro a long time ago and have been using the 1st generation Buds Pro consistently. I don't remember the differenc,"Is the Buds Pro 4 no-can really this trash? I was using AirPod Pro 2, but when I switched to a Galaxy phone, I moved on to Buds Pro 4, but the no-can is too bad. first time I wondered if there was a p","Lost my Galaxy buds pro 3 charger case due to belt clip broken, good replacement? I think I might have lost my Galaxy buds pro 3 charger case due to my belt clip is broken. Is there any good replaceme","I decided to exchange my Buds Pro 4, but I have a question. I decided to exchange Buds Pro 4 due to white noise + squeak sound. I visited last week and was told that I had to order it because it was o"
AP10,iPhone X,아이폰 X,52,26,11,15,non_target:52|comparison:25|design:7|price:7|software:6,"Question Note 10.. Is it not possible to record calls? 18 I was thinking about switching from iPhone XS to Note 10... I saw an article like this. I remember that in the case of Samsung phones, call re","iPhone Ultra's First Color Option Revealed Although the shared image is thought to be a dummy model, the white color of the device is considered the only confirmed option in the world of leaks. Anothe","First 'Confirmed' iPhone Ultra Color Allegedly Revealed in Leaked Image Apple is expected to launch its first foldable iPhone later this year. Rumors suggest the ""iPhone Ultra"" will come in two color ",Does Galaxy update support mean upgrading? Will security updates be stopped after the upgrade? I'm currently using an iPhone XS and it's still receiving security updates. Isn’t the Galaxy upgrade and ,"Apple Watch usage experience for lower elementary school students When it came to the issue of when to give a smartphone, which is one of the various parenting methods of parents, my wife and I agreed"
GN20,Galaxy Note 20,갤럭시 노트 20,52,15,7,30,comparison:16|model_mention:12|software:7|camera:6|connectivity:5,"My phone (Samsung Galaxy Note 20) seems to reject almost all of these, and not recognise them as QR codes. I got one to work for one URL by moving way away from the screen.","Looking at this, there is a problem with not providing it to the Note 20. Shouldn’t everything be done once it meets the specifications?","I just bought a new Samsung A34, maxis postpaid rm98 contract for RM 170 in maxis store (should be RM 299 if no discount). Of course kena stick with contract for 2 years. A34 comes with 4 year OS and ","@ The problem with your Note 20 camera is that it's narrow at the top or wide at the bottom... and vice versa, so it can't take pictures straight up and down. I saw that it was crooked even if I align","Apple has a software ecosystem that makes their phones valuable. If it were running the same Android OS as Samsung, Apple would be in deep doodo, because the Samsung Galaxy Note 20 is an incredible ph"
GS7E,Galaxy S7 Edge,갤럭시 S7 엣지,52,25,13,14,comparison:9|model_mention:7|display:3|battery:3|build_quality:2,You should not buy a cheap device from a manufacturer with bad SW update reputation. Look at Samsung Galaxy S7 Edge - 5 years old device: - Released with Android 6.0.1. - Received 7.0 and 8.0 major up,"> Devices aren't built around discrete components anymore. Huh. Thats news to me. A 0603 resistor is pretty much a discrete component to me. And if it is some other part of the assembly that breaks, t",Here&#x27;s how to change the keyboard color on Samsung Galaxy S7 or Galaxy S7 edge. The reason you might want to do this might be because you&#x27;re having issues with your keyboard or the changes y,My Nokia Android One had only a support app (visibly) installed. It was still slow and updates took longer than I wanted to arrive. I bought the cheapest new iPhone I could get last black Friday (arou,"How to reinstall an uninstalled system app through ADB? My phone is an unrooted Samsung Galaxy S7 Edge running Oreo 8.0. Yesterday when removing bloatware from my phone, I accidentally uninstalled a s"
GS9P,Galaxy S9+,갤럭시 S9+,51,28,11,12,display:4|software:4|accessories:2|model_mention:2|comparison:2,Galaxy S9 Plus has been running without any problems for 9 years.,"We get the early worm. At the same time, as a screenreader user, I wished that I didn&#x27;t miss the responsiveness and ease of use of my old Samsung Galaxy S9+. I fail to comprehend how Google manag","I doubt they will offer the same kind of discount Samsung did with the Fold 4. There&#x27;s no way I would have bought the Fold 4 for its MSRP, but they gave me $1000 discount with a trade-in of my ol",That is so mean. Meanwhile I got a new Galaxy S9+ (not in USA obv.) which was broken from day 1 and couldn't get it replaced without suing the store and that would take years. I had to get a brand new,Yeah. I&#x27;m thinking of getting a used Galaxy S9+ and the lack of upgrades is a real killer here.
GA37,Galaxy A37,갤럭시 A37,49,22,1,26,comparison:34|connectivity:32|camera:14|price:13|model_mention:12,The Samsung Galaxy A27 (finally) loses its legendary drop of water The famous leaker OnLeaks has just lifted the veil on the design of the next Galaxy A27. Main change on the horizon: the definitive a,,,,
GN5,Galaxy Note 5,갤럭시 노트 5,49,19,8,22,comparison:6|battery:5|model_mention:4|price:3|camera:3,"@Prince Omar Sir, now I also ask Ai first rather than searching haha. When it comes to Sampe, I didn't have high expectations... but it's really, really convenient haha. In the early days of Sampe wit","TL;DR: After spending more time than reasonable gathering sources, I can conclude that, save for the first sentence in point 3 (and questions), every single sentence either justifies Israel's current ","It's not 5G, but LTE, and I'm currently using the Deche USIM that I used in my Note 5 in my Tab S6. No problem.","Sure, but the video vulnerability is just the quickest RCE vuln I could find for the Galaxy Note 5. I'll bet if I go back to the Android CVE database I could find more vulnerabilities of various kinds","Android has had many kinds of security issues over the years leading to RCEs. The scariest issues are ones like the ""Stagefright"" vulnerability that let an attacker take over your device just by sendi"
GA16,Galaxy A16,갤럭시 A16,47,26,4,17,comparison:20|model_mention:19|connectivity:18|display:11|software:10,"Extreme heat is already another enemy for companies in Mexico: it not only reduces productivity, it also changes work schedules Heat waves are no longer a seasonal problem but have become a factor tha","I genuinely wish I bought this phone instead of my a16 which is the same price but with a helio g99, 5000mah, No 5g, No headphone jack The cpu on this is also newer and around 40% better than the heli",Factory reset seems to be your only option at this stage if you can't log into the phone and don't have the credentials to do so. If you're talking about the password at boot (not to log into the phon,"I get 100/s on an iPhone SE2. 50/s on a Samsung Galaxy A16 which was released in 2024 or 2025, but that is due to an API restriction. You can export from phyphox (.xslx or .cvs). You get timestamps in",
GS10P,Galaxy S10+,갤럭시 S10+,46,22,6,18,software:4|battery:4|model_mention:3|comparison:3|accessories:3,I&#x27;ve bricked a samsung phone (galaxy s10+) using the switch usb c charger so that doesn&#x27;t surprise me at all,What I didnt read is what Android version this applies to? I have no Gemini app on my Samsung Galaxy S10+,Well my experiences with the galaxy S10+ was horrible trying to get an unsigned rom to stick. I personally prefer Sony devices now.,"I tried using Bixby when I first got my S10+, but it wasn't a good experience. So I've largely ignored it and remapped the button to open the camera instead. That being said, I still use Bixby routine","From the article: ""So the Android ecosystem is split between at least 1,728 combinations of OS - Brand - Device Model"" It's actually _much worse_ than this. Here's a review of the ""Samsung Galaxy S10+"
GS8P,Galaxy S8+,갤럭시 S8+,46,24,12,10,price:1|accessories:1|software:1,"Improvements in Samsung DeX? But probably not the return of desktop mode on tablets without a monitor connected. I actually miss that a lot, I often used the keyboard cover on the Tab S8 Plus. It was ","I get ""Please find the app on the iOS app store"" and ""Download the Scale of the Universe iOS app!"" on my Android Samsung Galaxy S8+. I assume there is no app that will run on my phone, and that the we","My G3: SIM card reader error. I had inserted the SIM card once, at the AT&T store when I bought it. It was days out of the one year warranty and LG wouldn't help at all. Wife's G3: Video chip error. S",I have a Samsung Galaxy S8+ I used the SPO2 sensor all the time. Then I think it was last year (2019) when it was removed without warning. But like I said Samsung probably buried that info in 5000 lin,On my last phone (Galaxy S8+) I was able to break both the back glass and front glass while it was in a Spigen case (two separate incidents). First time I broke the glass on any phone I&#x27;ve owned.
GZFL6,Galaxy Z Flip6,갤럭시 Z 플립6,45,8,13,24,comparison:28|model_mention:21|battery:8|display:8|price:6,"A Edge has an 8 hour cut like Flip 6. The difference in capacity is only 100, so I was wondering why I only used this for 30 minutes and calculated it to be 5 and a half hours, but I tried it again in","If the Flip 6 isn’t broken, just keep using it.","If the Flip 6 isn’t broken, just keep using it.","If the Flip 6 isn’t broken, just keep using it.","If the Flip 6 isn’t broken, just keep using it."
AP12,iPhone 12,아이폰 12,44,29,7,8,non_target:44|comparison:16|price:7|performance:4|battery:3,"Even though iPhone battery replacement is expensive, it seems like an official center is the right place. Since the iPhone 12 I am currently using is old, the battery status is at 76%. From what I fel",Here's a take on this which might be unpopular: Open source software lost in this domain fair and absolutely square. Desktop linux has been an extremely accessible and decent option desktops and lapto,"I don't know. I think the SE was there there to generate services income (Apps, Apple Music, etc.) from people who wouldn't buy an iPhone otherwise. The design was intentionally very stale to avoid ca","Its super frustrating how the entire industry follows Apple; incapable of original thought. The Pixel 8 had somewhat rounded edges, which is fantastic for a comfortable grip. Apple killed rounded corn","Do you really want the thousands of bugs that would occur if we shipped a real binary to each device? And all security problems? Sorry, the FooApp 1.1 does not support your iPhone 12. It also crashes "
AP16,iPhone 16,아이폰 16,44,25,7,12,non_target:44|comparison:35|camera:22|price:14|display:13,"Question about iPhone 16 fever I am using iPhone 16. Currently, just turn on all apps except Safari. I'm asking because a warning message that the temperature needs to be lowered appears on the screen","Which iPhone should I buy? The only uses are for contact and YouTube. Screen stuttering? I just hate the same thing. 17 I don't care about cameras or anything like that, so I think it's necessary. sel","Looking into self-sufficiency and economy for iPhone 16 Actually, my 4-year contract for the 12 Pro device ended 2 years ago, but I didn't want to change it, so I've been using it until now. I was loo",wish they enable the actual iphone 16 with a full-fledged OS that we can plug into an external monitor.. I think samsung tried it but didn&#x27;t get mass appeal. Apple could do that IMO - would have ,> I hate this statement. I don't care if I can afford an expensive device if it doesn't provide the value over the lifetime of the product. Why do phones that only last 2-3 years cost as much as my la
GZF3,Galaxy Z Fold3,갤럭시 Z 폴드3,42,14,5,23,comparison:11|model_mention:10|connectivity:6|software:5|battery:4,"galaxy fold glitches I paid 500,000 won to repair my Galaxy Fold 3 phone, which is less than a year old, after spending all day. After experiencing something absurd that wasn't even properly repaired,","Note that hidden front cameras have been available for a while - for example, the Samsung Z Fold 3 (2021). There are some engineering tradeoffs involved with light transmission and image quality that ",Of phones I owned 10+ years ago: iPhone 6S: 138.3/67.1/7.1 = 65.9 cc the mini is just barely smaller. iPhone 4S: 115.2/58.6/9.3 = 62.8 cc smaller than the mini. Treo 650: 113/59/23 = 153 cc which is a,"To be clear, the root problem here is that Google gives their own app store an unfair advantage. Third-party app stores can&#x27;t auto-update their apps, among other things, without the phone being r",Samsung kills the cameras on the Galaxy Z Fold 3 if you unlock the bootloader
AP14,iPhone 14,아이폰 14,40,16,9,15,non_target:40|comparison:34|display:11|battery:9|price:9,"That's a bitch... I was planning to change it this time iPhone 14 Pro, let’s hold on for 1 year and 6 months more","This is the biggest memory repricing cycle I've ever seen in my life; some degree of high price/limited availability and ""free RAM with purchase of Doritos"" cycle is always expected, but this has been","foofoobar wrote: Who actually has fairly serious performance problems with their phone? Click to expand... I don't know if this counts but, I used my iPhone 6S to the limit back then. Towards the end ","New drama with the iPhone 18. It would be even worse than the iPhone 17 in a key aspect The latest leak about the iPhone 18 is going to leave you cold. Apparently, the company would be looking for som","I purchased an iPhone Air 256GB. There's a lot of talk about what's good or bad on YouTube or something like that. The iPhone 14 I used before was too heavy, so I found something light and easy to use"
GS23P,Galaxy S23+,갤럭시 S23+,38,13,7,18,comparison:18|model_mention:12|software:9|battery:9|camera:8,"I have s23 plus, is One UI 8.5 okay? I looked it up and it seems like there are issues with heat generation and battery drain. Would it be better to upload it?",Is S23+ S grade 32 beans okay? There is a 1mm scratch on the edge. Capacity 256 First call 23. 4.,s23+ Samsung watch 6 without Sim works great if new phone then wearable ? have you that ? Install correct watch app (Galaxy Wearable Backup in cloud Reset the watch Forget Bluetooth device on phone Pa,"I am using a combination of S23 Plus, Ringke Fusion MagSafe case, and Sinjimoru MagSafe compatible Ringo. There is no interference with the camera.. After removing MagSafe Ringo, there is no problem w","I am a die-hard iPhone user. Galaxy S22 vs S23 question. hello. This time, I am trying to get into Galaxy for the purpose of using toys + Android Auto + photography and video recording. (It will be us"
AP15,iPhone 15,아이폰 15,37,17,4,16,non_target:37|comparison:30|connectivity:13|price:8|battery:8,"""5G+ Ultra is explicitly intended for latency-optimized video telephony for Apple smartphones from the iPhone 15 onwards and for the Apple Vision Pro when using FaceTime."" This, especially Apple, viol",Is the connection between the Galaxy series and web hard drive (One Drive?) good? hello I am a user who has been using Android for a long time and is now using an iPhone for the first time with the iP,"I have been using it consistently since my iPhone 4 for personal use. Currently, I am using iPhone 15 and 25 Edge for work. Since call recording is essential for business purposes... Certainly, the Ga",I also switched from iPhone 15 to Galaxy last month... It's even more surprising because it's 99.9% the same as what I felt. It's surprising that it doesn't feel that different even though the OS is d,
GA07,Galaxy A07,갤럭시 A07,37,17,3,17,comparison:24|model_mention:19|price:11|display:10|connectivity:10,Samsung galaxy A07 5g is not available in Nigeria. What could be the problem?,Samsung wants to regain market leadership starting from the low end: here is the new Galaxy A07 5G,"When i saw the advert about this phone, what came in my mind was A70 series new phone release. Samsung clarify it , is it F70 or F07 ... We are lost and its a budget phone with a big battery. The desi",,
GFIT3,Galaxy Fit3,갤럭시 핏3,37,13,2,22,price:12|comparison:7|others:7|battery:5|design:4,"Will the Galaxy Fit3 be frustrating to use in the kitchen? Meanwhile, my mother was using the Galaxy Fit 2 product. It's been 5 years and it's broken now. The Galaxy Watch is a bit heavy and has some ","Did you succeed in purchasing the Galaxy Fit 3? It's so hard to buy... I checked the first one a day later and missed it. Today, I tried to log in to Samsung.com after 9 o'clock, but it stuttered. Whe",,,
GS20U,Galaxy S20 Ultra,갤럭시 S20 울트라,36,20,3,13,comparison:10|model_mention:7|price:5|software:4|performance:4,"But they are insisting that Apple is first when it comes to Ultra. When the S20 Ultra came out, they were the ones who cursed and called it a dirty name and then secretly added Ultra to it lol.",Chrome Developer Tools: Emulated Devices Anyone know of a way to automatically update this list? Google seems to have abandoned it. (Not super interested in manually adding devices every time one rele,"> Actually, it's often the opposite. In the Boston area, the Apple Stores are always packed while the Microsoft Store (now closed) was usually mostly empty in the high-end mall across the street from ",,
PX7,Pixel 7,픽셀 7,36,25,5,6,non_target:36|comparison:10|camera:4|software:3|price:2,Suggestions on how to save/export the content from Google Authenticator app offline? I want to install a different OS on my Pixel 7 Looking to install grapheneOS on my Pixel 7. I use Google Authentica,"2010 Motorola Defy (107mm x 59mm, 118g, IP67). I loved the hardware, but it had some awful ""value-added"" Motoblur software atop Android that seemed to put Motorola in the loop on Internet communicatio","My experience with my own pixel 7 pro and a pixel 5 has been that these devices are an order of magnitude lower in build quality than Samsung or iPhones. I really, really wanted to be happy with them ","Literally tried to upgrade my Pixel 2 XL to Lineage and it failed repeatedly. Reddit says, no joke, it's the cable that's the problem. Sigh. Same computer didn't have issues flashing old Galaxy and Ne","Why? Photo better than iphone? But I see the specs, the processor and gpu abit let down. Not much improvement in that area. Like mid range CPU n processor. I am thinking to get from Australia when I g"
PX6,Pixel 6,픽셀 6,33,18,6,9,non_target:33|comparison:16|performance:4|battery:3|display:3,"> The small form factor phones simply do not sell. yeah, clearly nobody buys Samsung Galaxy S series for years, they are like the least popular Android phone model... /s I'm running Pixel 6a (which wa","I had forgotten about those, since they had not been relevant to the controversy at the time. The controversy had applied to nearly all iPhones at the time, not just the small number of iPhone 6s devi","> Google's custom silicon: the long road ahead Oh yes, a very looonnnggg road ahead. Where apple has an history of hardware manufacturer and software development, Google is an advertisement company wi","I've been using android phones since 2009 and am highly considering a switch to Apple for the next one. Along with the reasons you state, the ecosystem is really messy. I've bought Nexus/Pixel phones ","Google Project Zero uncovers critical modem flaw in Samsung, Pixel 6 phones"
GFE23,Galaxy S23 FE,갤럭시 S23 FE,32,10,3,19,comparison:14|price:7|software:6|model_mention:5|battery:5,s23fe What do you get and use at 23? I only use my phone for about 2 hours a day (mostly on my phone). I just want to hang out on the internet. It's Flip 3 now... I want to buy it from Carrot for 23 a,"s23fe - The pros are that it's the S series, so it's cost-effective, but the cons are that it's heavy and thick, and the battery is short, so it's not very portable.","Will I be satisfied if I go from the iPhone 12 mini to the Galaxy S23 FE? There are no problems with the model I am currently using and I am satisfied with it, but I always wish the screen was a littl",,
GZF4,Galaxy Z Fold4,갤럭시 Z 폴드4,32,8,5,19,comparison:9|model_mention:6|display:5|software:4|build_quality:3,My wifi wont work after some stupid settings in my z fold 4 how do i fix it I judt went to settings searching for uodate then one restart and the system killed my wifi itself now togfle button is grey,"Samsung Galaxy Z Fold 4 won't fully open Recently, my Fold 4 stopped opening 100%. Now when using apps that require touch from the middle of the folded screen, it doesn't always register the touch. Is","""So far Samsung has not taken any steps to include the 2G toggle from vanilla Android, nor has it indicated that it plans to any time soon."" I'm blown away by the lack of validation on this from EFF. ",Buy everything My dad z fold 4 warranty claim rejected without physical damage on device phone outside looks perfect inner screen protector starter coming loose within a day the whole screen black too,"Samsung Z Fold 4 camera issue Yup, the most frustrated part is the person in charge mention is like that one wor, all Fold 4 got this problem. Paid 6k++..."
GS105G,Galaxy S10 5G,갤럭시 S10 5G,31,7,6,18,connectivity:28|comparison:12|display:8|battery:6|camera:5,"갤럭시 S10, S10+ 붉은 화면 불량 논란, 분석 결과 진짜 리뷰! 폰캣입니다. 인터넷에 S10이 너도 나도 화면이 붉게 보인다는 글들이 있어서 실제로 붉은지 어떤지 이번에는 지난번 갤럭시 S10 카메라 비교 리뷰에 이어서 디스플레이 리뷰를 해봤습니다. 9개의 휴대폰 디스플레이 설정은 다음과 같이 동일하게 설정하였습니다. 1.화면 최적화 모드 2.해상도",I'm still using the Galaxy S10 5G as a second phone and there are no problems with fingerprint recognition. Was there a problem? lol,"What was the OS version of S10 5G? As you mentioned, starting with Android 15, a problem occurred that invaded the navigation bar, and only apps that responded to the problem are displayed normally. I","Can I update the old Galaxy firmware?? I have an S10 5g device. I think I'll need an additional phone, so I'm thinking of using this one that was sleeping again. I heard that updating the firmware on ",Galaxy S10 5G phone won&#39;t charge or charge up to only 77~78% due to low temperature in room temperature The Samsung Galaxy S10 5G phone is my sub-device only used for gaming at home under Wi-Fi. W
GA27,Galaxy A27,갤럭시 A27,30,15,7,8,display:16|camera:16|design:13|software:11|comparison:10,"Samsung Galaxy A27's Color Leaked These images, which appeared in a retail listing, once again confirm the design language of the device. Although Samsung has not made an official announcement yet, th","Why make such a big deal about it then? You don't like Chinese, I don't like Chinese, BUT I also don't like Samesung. If people had to choose between 5 MP macro and IR blaster, which one do you think ","Official renders and characteristics of the Galaxy A27 smartphone leaked online before release Official renders and marketing materials of the Samsung Galaxy A27 smartphone, which is expected to be re","Affordable Galaxy A27 Leaked New images leaked by OnLeaks show that the smartphone will come in light pink, blue and black color options. These images largely confirm previous design leaks. Official p","Samsung Galaxy A27 Design Spotted in Leaked Renders as Key Specifications Surface Online Samsung Galaxy A27 renders have surfaced online, revealing the design of the rumoured smartphone. Additionally,"
GTABS6,Galaxy Tab S6,갤럭시 탭 S6,30,19,5,6,comparison:3|software:2|model_mention:2|display:2|performance:1,i’ve tried this with an android tablet and the lag is just unbearable have you noticed this? is it because my tablet ( samsung galaxy tab s6 lite) has usb c 2.0?,"I have been using the Galaxy Tab S6 (not Lite) since last year, and I am also using it for study purposes using PDF files. The PDF size is approximately 300 to 400 megabytes, but I am using it without","I'm using a Galaxy Tab S6 Lite, and I've never felt that it's slow when reading documents, playing videos, or surfing the web. I don't play games at all. I think I'll be able to use it for a few more ","I don't encounter all the same bugs gp does, but I do encounter several on a regular basis. These issues show up regularly on both my tablet and my phone, and they showed up regularly on my previous p","I'm not comfortable with a typical Android screen size either, but I have a Samsung tablet with physical keyboard flip case (Galaxy Tab S6). These two together provide a functional and workable enviro"
AP7,iPhone 7,아이폰 7,29,17,11,1,non_target:29|comparison:3|price:1|build_quality:1|design:1,It is revealed that the color of Apple’s foldable iPhone has not yet been decided. Is the black version in doubt due to production capacity and cost considerations? According to IT House news on June ,"Starting with iPhone 7, it supports water and dust resistance, so it won't be submerged if you get splashed. If you're still holding an iPhone 7 or 8, it's only a matter of getting splashed. There is ",Moving away from 16:9 screens to a ridiculous 21:9 was a mistake. Now phones are getting bigger (longer) just to have the same screen width as they would have had from an iPhone 7 Plus or Galaxy Edge ,I’m not sure I agree. I’ve seen tech illiterate family members screw up Pixels and Samsung devices in the same way they screwed up Windows systems in the past. Even the most tech illiterate family mem,Looks great except for the eMMC. That&#x27;s the part that died on both of my previous phones (Galaxy NoteⅡ and Galaxy NoteⅣ; currently still using an iPhone 7 that&#x27;s on its third battery and lit
GFE24,Galaxy S24 FE,갤럭시 S24 FE,29,11,3,15,comparison:11|model_mention:7|price:6|software:5|battery:3,"Are the S23 and S24FE the most cost-effective used phones right now? When I searched for a gal, it seemed like they recommended both of them, but the price range is around 30, so it seems like you can","At this level, it's a fucking disease. I also used 24fe and it worked well without any problems. I don't know because I don't play high-end games, but most games run really well. Since this is a galle",Samsung Galaxy S24 FE review: The right phone at the wrong price,,
GTABA11,Galaxy Tab A11,갤럭시 탭 A11,29,17,2,10,comparison:12|software:10|display:10|model_mention:9|battery:9,"You can buy buzz directly Even if there is an initial defect, Rocket direct purchase can be returned. There is no problem if you buy from a company that takes care of initial defects well. It doesn't ","Samsung Galaxy Tab A11, Galaxy Tab A11+ Leaked Renders Hint at Design, Specifications Samsung Galaxy Tab A11 and Galaxy Tab A11+ are said to be in the works. Ahead of the formal launch, alleged market",,,
GTABS11,Galaxy Tab S11,갤럭시 탭 S11,29,11,4,14,comparison:16|model_mention:8|display:5|connectivity:5|price:4,"I ordered a Galaxy Tab, but someone left the Galaxy Tab S11 in a Samsung paper bag at the door. There is no delivery box I ordered it from Costco. I can't even track the invoice number. I don’t even k","Samsung Galaxy Tab S12 Could Be Equipped With MediaTek Dimensity 9500 Chipset: Report Samsung may use the MediaTek Dimensity 9500 in its upcoming Samsung Galaxy Tab S12 series, according to a recent A","This is related to the recording function while using Samsung Note on the Galaxy Tab S11. I am currently using Notability on my iPad. I'm using it for work, and the app is so useful that I've already ","With no exaggeration, iPadOS 26 is the worst piece of software I've had the displeasure of using in a very long time (and I work day-to-day with 'Enterprise' GIS software). It has me seriously conside",
GA52,Galaxy A52,갤럭시 A52,28,12,7,9,comparison:5|model_mention:4|price:3|software:3|connectivity:3,I've been using the Galaxy A52s for 5 years and there are no problems.,I've been using the Galaxy A52s for 5 years and there are no problems.,"Samsung Voice Input not working on Galaxy A52 5G So, my mom's phone's Samsung Voice Input (I've basically given up and had her switch to Google Voice) randomly stopped working a few weeks ago. I've go","Tried this on Firefox for Android but the table of contents takes up half the screen width ways, and I couldn't figure out how to get rid of it. Plus, it froze the browser when I backed out of the pag",From memory they were earlier with lightning than USB-C. Charging is an issueI carry 4 or 5 chargers: - One Plus 6 - Galaxy A52S 5G - ENVY X360 - Zbook - Nintendo Switch (not gonna use another charger
PX8,Pixel 8,픽셀 8,28,13,7,8,non_target:28|comparison:13|connectivity:7|software:4|battery:3,Gonna try out LTE mode (pixel8) and I wanna give molly a try too but I don't have the nerve right now :s,"The broken Google Pixel 8 turns into a high-performance retro gaming machine 2 Most smartphones end up in drawers due to display failures, are sold as used, or are eventually recycled. But One Pixel 8","I was in the same boat and literally this week bought a Pixel 8. It's a 2 year old phone but with the extended support period that's no longer a problem, and being old means you can get it new for abo",I almost switched to pixel before getting my new 17 pro max. I feel like im just constantly fighting the ios keyboard or having to type so slowly and carefully but it still is screwing up. I have a pi,>This is mistaken in a few way. Only when you ignore the numbers. >1. [...] So any phone purchase is already part of their baseline expenses. Yeah but that base line expense can be 50$ or $300. Big di
GTABS8,Galaxy Tab S8,갤럭시 탭 S8,27,9,2,16,comparison:11|model_mention:8|camera:4|price:2|software:2,I just bought a Galaxy Tab S8 after continually being disappointed with the iPad and lack of user-friendly multi-tasking capability. I was disappointed to find that Firefox's tablet interface is just ,"Samsung Galaxy Tab S 8.4 with the adaptive display on is just better than any book IMO. The lighting is always perfect, the text is clearer than paper. I will be heart broke then I eventually have to ",,,
AP11,iPhone 11,아이폰 11,26,14,4,8,non_target:26|comparison:14|software:5|camera:4|price:3,"How to fix iPhone Safari crashing I changed it to 17, but now it crashes while I'm using it, so I'm using it again ㅜㅜ My current phone is iPhone 17, and I changed it a few months ago. The version is 2",This phone costs 1700 euros here... 1700 (Netherlands)! That is the price of a gaming laptop! Everything has become so incredibly expensive it just isn't fun to buy anything anymore. My iPhone 11's Fa,I don’t know if there’s data to back this up. I’m simply assuming based on what I know. What I know comes from people I went to school with who have stolen phones before telling me at the pub. There i,From vodafone.co.uk: Samsung Galaxy A14 5G - £15 per month + £9 upfront £563 in total (3yrs no inflation) Apple iPhone 11 - £32 per month + £19 upfront £1191 in total (3yrs no inflation) The iPhone 11,
GA55,Galaxy A55,갤럭시 A55,26,15,2,9,comparison:9|connectivity:9|software:6|model_mention:5|camera:5,"How do I turn off a setting that suddenly turns the volume down? Samsung Galaxy A55 When I am listening to some music with my earphones, sometimes suddenly the volume drops. It's not like the button i","I&#x27;ve been interested in Graphene OS, but being limited to just the Pixel phones is kind of lame. Have a Galaxy A55 I&#x27;d have liked to try it with.",,,
GTABS10,Galaxy Tab S10,갤럭시 탭 S10,26,13,1,12,comparison:11|battery:9|software:6|price:6|connectivity:6,"Samsung Galaxy Tab S10 Lite Price, Design Renders Surface Online; Tipped to Debut With 8,000mAh Battery Samsung Galaxy Tab S10 Lite could go official soon. Ahead of the formal reveal, new images showi",,,,
GTABS7,Galaxy Tab S7,갤럭시 탭 S7,26,11,2,13,comparison:6|software:3|connectivity:3|others:2|performance:1,"I bought one, then returned it. For the price they're selling it at, the following points were a deal breaker for me: 1. Custom file system: this means I can ssh into it, but I can't rsync my bibliogr","Samsung may have accidentally outed the Tab S7 FE It seems that the upcoming “value” model tablet from Samsung has settled on a name, The Tab S7 FE. That is at least, if you take the appearance then s",,,
PX3,Pixel 3,픽셀 3,26,13,10,3,non_target:26|comparison:11|software:3|connectivity:3|battery:2,"I've noticed very similar degradations in performance moving from a Pixel 3XL to a 7A. When disabling ""Android intelligence"" (iirc this is what runs WiFi location scanning in the background) from runn",All the phones I used were Nexus and Pixel. Pixel 3a XL was my last Pixel and now I switched to Sony. They're expensive - they're priced without care to competitor's pricing and sold at Sony stores on,"I've owned a few Pixels over the years, but after my Pixel 3 bricked itself (and my kid's did the same a few months later), Google did zilch to remedy it, and I have stuck with Samsung Galaxy phones s","Pixel 3, Got android 12 update today, haven't yet download and install, kind of ugly I think watching reviews. Anyone updated?",So far my smartphone history has been: HTC Desire (approx. Nexus1) -> Galaxy Nexus -> Nexus 4 -> Nexus 5 -> Nexus 5X -> Pixel 1 -> Pixel 2 -> Pixel 3 -> ? My favourites where the N4 and P2. The P2 fix
PX9,Pixel 9,픽셀 9,26,11,2,13,non_target:26|comparison:17|software:5|connectivity:4|price:3,No Emojis in Instagram I can't use any emojis on Instagram anymore whenever I want to answer a story. I can type a text but as soon as I want to switch to my emojis it just deletes my text and kicks m,"❔Wanted: Smartphone for LineageOS It should last for many years and run efficiently. We've been spending some time on this one. Camera can't be terrible. Since it should last a long time, it doesn't h",,,
